formula,counts,exact_mass,ion_mode,charge,source_compound_id,source_name,generation_type,path,broken_bonds,h_shift,adduct,neutral_losses,fragment_atom_indices,score
C12H21O4,"{'C': 12, 'H': 21, 'O': 4}",229.14398415511,positive,1,EVA,Ethylene-Vinyl Acetate,dimer,2M | H,0,0,H,,,0.55
C5H12,"{'C': 5, 'H': 12}",72.09390038676,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +2 | -CO2,0,2,,CO2,,0.55
C5H12O,"{'C': 5, 'H': 12, 'O': 1}",88.08881500633,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +2 | -CO,0,2,,CO,,0.55
C5H5O2,"{'C': 5, 'H': 5, 'O': 2}",97.02895440029,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -2 | -CH3 | ; | break 1 bond(s) | H shift -2 | -H2 | ; | break 1 bond(s) | H shift -2 | -H2,0,-2,,CH3,,0.55
C5H8,"{'C': 5, 'H': 8}",68.06260025784,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -2 | -CO2,0,-2,,CO2,,0.55
C5H8O,"{'C': 5, 'H': 8, 'O': 1}",84.05751487741,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -2 | -CO | ; | break 1 bond(s) | -OH | ; | break 1 bond(s) | H shift +1 | -H2O,0,-2,,CO,,0.55
C5H9O2,"{'C': 5, 'H': 9, 'O': 2}",101.06025452921,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +2 | -CH3 | ; | break 1 bond(s) | H shift +2 | -H2 | ; | break 1 bond(s) | H shift +2 | -H2,0,2,,CH3,,0.55
C6H10O2,"{'C': 6, 'H': 10, 'O': 2}",114.06807956144,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +2 | -H2,0,2,,H2,,0.55
C6H11O,"{'C': 6, 'H': 11, 'O': 1}",99.08098997409999,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift +2 | -OH,0,2,,OH,,0.55
C6H6O,"{'C': 6, 'H': 6, 'O': 1}",94.04186481295,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -2 | -H2O,0,-2,,H2O,,0.55
C6H6O2,"{'C': 6, 'H': 6, 'O': 2}",110.03677943252,neutral,0,EVA,Ethylene-Vinyl Acetate,neutral_loss,M | H shift -2 | -H2,0,-2,,H2,,0.55
C2H2O,"{'C': 2, 'O': 1, 'H': 2}",42.01056468403,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -2 | ; | break 2 bond(s) | H shift -1,1,-1,,,"[4, 5, 6, 14, 15, 16]",0.5499999999999999
