formula,ion_mode,material_count,materials
C33H20NO5,negative,1,['PI']
C33H20NO5,positive,1,['PI']
C33H20O8,negative,1,['PEI']
C33H21N2O5,positive,1,['PI']
C33H21NO5,positive,1,['PI']
C33H21O8,negative,1,['PEI']
C33H21O8,positive,1,['PEI']
C33H22O8,negative,1,['PEI']
C33H22O8,positive,1,['PEI']
C33H23O8,negative,1,['PEI']
C33H23O8,positive,1,['PEI']
C33H24O8,positive,1,['PEI']
C34H20N2O5,negative,1,['PI']
C34H21N2O5,negative,1,['PI']
C34H21N2O5,positive,1,['PI']
C34H22N2O5,negative,1,['PI']
C34H22N2O5,positive,1,['PI']
C34H23N2O5,negative,1,['PI']
C34H23N2O5,positive,1,['PI']
C34H23O8,negative,1,['PEI']
C34H24N2O5,positive,1,['PI']
C34H24O8,negative,1,['PEI']
C34H24O8,positive,1,['PEI']
C34H25O8,negative,1,['PEI']
C34H25O8,positive,1,['PEI']
C34H26O8,negative,1,['PEI']
C34H26O8,positive,1,['PEI']
C34H27O8,positive,1,['PEI']
C35H15O8,negative,1,['PEI']
C35H15O9,negative,1,['PEI']
C35H16O8,negative,1,['PEI']
C35H16O8,positive,1,['PEI']
C35H16O9,negative,1,['PEI']
C35H16O9,positive,1,['PEI']
C35H17O8,negative,1,['PEI']
C35H17O8,positive,1,['PEI']
C35H17O9,negative,1,['PEI']
C35H17O9,positive,1,['PEI']
C35H18O8,negative,1,['PEI']
C35H18O8,positive,1,['PEI']
C35H18O9,negative,1,['PEI']
C35H18O9,positive,1,['PEI']
C35H19O8,positive,1,['PEI']
C35H19O9,positive,1,['PEI']
C36H17N2O7,negative,1,['PI']
C36H17N2O8,negative,1,['PI']
C36H17N3O7,negative,1,['PI']
C36H17N3O8,negative,1,['PI']
C36H17N4O7,negative,1,['PI']
C36H17N4O8,negative,1,['PI']
C36H18N2O7,negative,1,['PI']
C36H18N2O7,positive,1,['PI']
C36H18N2O8,negative,1,['PI']
C36H18N2O8,positive,1,['PI']
C36H18N3O7,negative,1,['PI']
C36H18N3O7,positive,1,['PI']
C36H18N3O8,negative,1,['PI']
C36H18N3O8,positive,1,['PI']
C36H18N4O7,negative,1,['PI']
C36H18N4O7,positive,1,['PI']
C36H18N4O8,negative,1,['PI']
C36H18N4O8,positive,1,['PI']
C36H18O8,negative,1,['PEI']
C36H18O9,negative,1,['PEI']
C36H19N2O7,negative,1,['PI']
C36H19N2O7,positive,1,['PI']
C36H19N2O8,negative,1,['PI']
C36H19N2O8,positive,1,['PI']
C36H19N3O7,negative,1,['PI']
C36H19N3O7,positive,1,['PI']
C36H19N3O8,negative,1,['PI']
C36H19N3O8,positive,1,['PI']
C36H19N4O7,negative,1,['PI']
C36H19N4O7,positive,1,['PI']
C36H19N4O8,negative,1,['PI']
C36H19N4O8,positive,1,['PI']
C36H19O8,negative,1,['PEI']
C36H19O8,positive,1,['PEI']
C36H19O9,negative,1,['PEI']
C36H19O9,positive,1,['PEI']
C36H20N2O7,negative,1,['PI']
C36H20N2O7,positive,1,['PI']
C36H20N2O8,negative,1,['PI']
C36H20N2O8,positive,1,['PI']
C36H20N3O7,negative,1,['PI']
C36H20N3O7,positive,1,['PI']
C36H20N3O8,negative,1,['PI']
C36H20N3O8,positive,1,['PI']
C36H20N4O7,negative,1,['PI']
C36H20N4O7,positive,1,['PI']
C36H20N4O8,negative,1,['PI']
C36H20N4O8,positive,1,['PI']
C36H20O8,negative,1,['PEI']
C36H20O8,positive,1,['PEI']
C36H20O9,negative,1,['PEI']
C36H20O9,positive,1,['PEI']
C36H21N2O7,positive,1,['PI']
C36H21N2O8,positive,1,['PI']
C36H21N3O7,positive,1,['PI']
C36H21N3O8,positive,1,['PI']
C36H21N4O7,positive,1,['PI']
C36H21N4O8,positive,1,['PI']
C36H21O8,negative,1,['PEI']
C36H21O8,positive,1,['PEI']
C36H21O9,negative,1,['PEI']
C36H21O9,positive,1,['PEI']
C36H22O8,positive,1,['PEI']
C36H22O9,positive,1,['PEI']
C37H14O11,negative,1,['PEI']
C37H14O12,negative,1,['PEI']
C37H15O11,negative,1,['PEI']
C37H15O11,positive,1,['PEI']
C37H15O12,negative,1,['PEI']
C37H15O12,positive,1,['PEI']
C37H16O11,negative,1,['PEI']
C37H16O11,positive,1,['PEI']
C37H16O12,negative,1,['PEI']
C37H16O12,positive,1,['PEI']
C37H17O11,negative,1,['PEI']
C37H17O11,positive,1,['PEI']
C37H17O12,negative,1,['PEI']
C37H17O12,positive,1,['PEI']
C37H18O11,positive,1,['PEI']
C37H18O12,positive,1,['PEI']
C37H20N3O7,negative,1,['PI']
C37H20N3O8,negative,1,['PI']
C37H20N4O7,negative,1,['PI']
C37H20N4O8,negative,1,['PI']
C37H21N3O7,negative,1,['PI']
C37H21N3O7,positive,1,['PI']
C37H21N3O8,negative,1,['PI']
C37H21N3O8,positive,1,['PI']
C37H21N4O7,negative,1,['PI']
C37H21N4O7,positive,1,['PI']
C37H21N4O8,negative,1,['PI']
C37H21N4O8,positive,1,['PI']
C37H21O8,negative,1,['PEI']
C37H21O9,negative,1,['PEI']
C37H22N3O7,negative,1,['PI']
C37H22N3O7,positive,1,['PI']
C37H22N3O8,negative,1,['PI']
C37H22N3O8,positive,1,['PI']
C37H22N4O7,negative,1,['PI']
C37H22N4O7,positive,1,['PI']
C37H22N4O8,negative,1,['PI']
C37H22N4O8,positive,1,['PI']
C37H22O8,negative,1,['PEI']
C37H22O8,positive,1,['PEI']
C37H22O9,negative,1,['PEI']
C37H22O9,positive,1,['PEI']
C37H23N3O7,negative,1,['PI']
C37H23N3O7,positive,1,['PI']
C37H23N3O8,negative,1,['PI']
C37H23N3O8,positive,1,['PI']
C37H23N4O7,negative,1,['PI']
C37H23N4O7,positive,1,['PI']
C37H23N4O8,negative,1,['PI']
C37H23N4O8,positive,1,['PI']
C37H23O8,negative,1,['PEI']
C37H23O8,positive,1,['PEI']
C37H23O9,negative,1,['PEI']
C37H23O9,positive,1,['PEI']
C37H24N3O7,positive,1,['PI']
C37H24N3O8,positive,1,['PI']
C37H24N4O7,positive,1,['PI']
C37H24N4O8,positive,1,['PI']
C37H24O8,negative,1,['PEI']
C37H24O8,positive,1,['PEI']
C37H24O9,negative,1,['PEI']
C37H24O9,positive,1,['PEI']
C37H25O4,negative,1,['PEI']
C37H25O5,negative,1,['PEI']
C37H25O6,negative,1,['PEI']
C37H25O7,negative,1,['PEI']
C37H25O8,positive,1,['PEI']
C37H25O9,positive,1,['PEI']
C37H26O4,negative,1,['PEI']
C37H26O4,positive,1,['PEI']
C37H26O5,negative,1,['PEI']
C37H26O5,positive,1,['PEI']
C37H26O6,negative,1,['PEI']
C37H26O6,positive,1,['PEI']
C37H26O7,negative,1,['PEI']
C37H26O7,positive,1,['PEI']
C37H27O4,negative,1,['PEI']
C37H27O4,positive,1,['PEI']
C37H27O5,negative,1,['PEI']
C37H27O5,positive,1,['PEI']
C37H27O6,negative,1,['PEI']
C37H27O6,positive,1,['PEI']
C37H27O7,negative,1,['PEI']
C37H27O7,positive,1,['PEI']
C37H28O4,negative,1,['PEI']
C37H28O4,positive,1,['PEI']
C37H28O5,negative,1,['PEI']
C37H28O5,positive,1,['PEI']
C37H28O6,negative,1,['PEI']
C37H28O6,positive,1,['PEI']
C37H28O7,negative,1,['PEI']
C37H28O7,positive,1,['PEI']
C37H29O4,positive,1,['PEI']
C37H29O5,positive,1,['PEI']
C37H29O6,positive,1,['PEI']
C37H29O7,positive,1,['PEI']
C38H17O11,negative,1,['PEI']
C38H17O12,negative,1,['PEI']
C38H18O11,negative,1,['PEI']
C38H18O11,positive,1,['PEI']
C38H18O12,negative,1,['PEI']
C38H18O12,positive,1,['PEI']
C38H19O11,negative,1,['PEI']
C38H19O11,positive,1,['PEI']
C38H19O12,negative,1,['PEI']
C38H19O12,positive,1,['PEI']
C38H20O11,negative,1,['PEI']
C38H20O11,positive,1,['PEI']
C38H20O12,negative,1,['PEI']
C38H20O12,positive,1,['PEI']
C38H21O11,positive,1,['PEI']
C38H21O12,positive,1,['PEI']
C38H21O8,negative,1,['PEI']
C38H21O9,negative,1,['PEI']
C38H22O5,negative,1,['PEEK']
C38H22O8,negative,1,['PEI']
C38H22O8,positive,1,['PEI']
C38H22O9,negative,1,['PEI']
C38H22O9,positive,1,['PEI']
C38H23N4O7,negative,1,['PI']
C38H23N4O8,negative,1,['PI']
C38H23O5,negative,1,['PEEK']
C38H23O5,positive,1,['PEEK']
C38H23O6,negative,1,['PEEK']
C38H23O8,negative,1,['PEI']
C38H23O8,positive,1,['PEI']
C38H23O9,negative,1,['PEI']
C38H23O9,positive,1,['PEI']
C38H24N4O7,negative,1,['PI']
C38H24N4O7,positive,1,['PI']
C38H24N4O8,negative,1,['PI']
C38H24N4O8,positive,1,['PI']
C38H24O5,negative,1,['PEEK']
C38H24O5,positive,1,['PEEK']
C38H24O6,negative,1,['PEEK']
C38H24O6,positive,1,['PEEK']
C38H24O8,negative,1,['PEI']
C38H24O8,positive,1,['PEI']
C38H24O9,negative,1,['PEI']
C38H24O9,positive,1,['PEI']
C38H25N4O7,negative,1,['PI']
C38H25N4O7,positive,1,['PI']
C38H25N4O8,negative,1,['PI']
C38H25N4O8,positive,1,['PI']
C38H25O5,negative,1,['PEEK']
C38H25O5,positive,1,['PEEK']
C38H25O6,negative,1,['PEEK']
C38H25O6,positive,1,['PEEK']
C38H25O8,positive,1,['PEI']
C38H25O9,positive,1,['PEI']
C38H26N4O7,negative,1,['PI']
C38H26N4O7,positive,1,['PI']
C38H26N4O8,negative,1,['PI']
C38H26N4O8,positive,1,['PI']
C38H26O5,positive,1,['PEEK']
C38H26O6,negative,1,['PEEK']
C38H26O6,positive,1,['PEEK']
C38H27N4O7,positive,1,['PI']
C38H27N4O8,positive,1,['PI']
C38H27O6,positive,1,['PEEK']
C38H28O4,negative,1,['PEI']
C38H28O5,negative,1,['PEI']
C38H28O6,negative,1,['PEI']
C38H29O4,negative,1,['PEI']
C38H29O4,positive,1,['PEI']
C38H29O5,negative,1,['PEI']
C38H29O5,positive,1,['PEI']
C38H29O6,negative,1,['PEI']
C38H29O6,positive,1,['PEI']
C38H30O4,negative,1,['PEI']
C38H30O4,positive,1,['PEI']
C38H30O5,negative,1,['PEI']
C38H30O5,positive,1,['PEI']
C38H30O6,negative,1,['PEI']
C38H30O6,positive,1,['PEI']
C38H31O4,negative,1,['PEI']
C38H31O4,positive,1,['PEI']
C38H31O5,negative,1,['PEI']
C38H31O5,positive,1,['PEI']
C38H31O6,negative,1,['PEI']
C38H31O6,positive,1,['PEI']
C38H32O4,positive,1,['PEI']
C38H32O5,positive,1,['PEI']
C38H32O6,positive,1,['PEI']
C39H24O8,negative,1,['PEI']
C39H24O9,negative,1,['PEI']
C39H25O8,negative,1,['PEI']
C39H25O8,positive,1,['PEI']
C39H25O9,negative,1,['PEI']
C39H25O9,positive,1,['PEI']
C39H26O8,negative,1,['PEI']
C39H26O8,positive,1,['PEI']
C3H11O2Si2,positive,1,['PDMS']
C3H11OSi2,negative,1,['PDMS']
C3H11OSi2,positive,1,['PDMS']
C3H12O2Si2,negative,1,['PDMS']
C3H12O2Si2,positive,1,['PDMS']
C3H2F,negative,1,['PVDF']
C3H2F2,negative,1,['PVDF']
C39H26O9,negative,1,['PEI']
C39H26O9,positive,1,['PEI']
C39H27O8,negative,1,['PEI']
C39H27O8,positive,1,['PEI']
C39H27O9,negative,1,['PEI']
C39H27O9,positive,1,['PEI']
C39H28O8,positive,1,['PEI']
C39H28O9,positive,1,['PEI']
C3F3,negative,1,['ETFE']
C13H17O6,positive,1,['PET']
C13H17O7,positive,1,['PET']
C13H4O3,negative,1,['PEN']
C13H4O4,negative,1,['PEN']
C13H4O5,negative,1,['PEN']
C13H4O6,negative,1,['PEN']
C13H5O2,negative,1,['PEEK']
C13H5O3,positive,1,['PEN']
C13H5O4,negative,1,['PEN']
C13H5O4,positive,1,['PEN']
C13H14O5,negative,1,['PET']
C3H10O2Si2,negative,1,['PDMS']
C3H10O2Si2,positive,1,['PDMS']
C3H10OSi2,negative,1,['PDMS']
C3H10OSi2,positive,1,['PDMS']
C3H11O2Si2,negative,1,['PDMS']
C13H15O5,negative,1,['PET']
C13H15O5,positive,1,['PET']
C13H15O6,negative,1,['PET']
C13H15O6,positive,1,['PET']
C13H15O7,negative,1,['PET']
C13H15O7,positive,1,['PET']
C13H15O8,positive,1,['PET']
C13H16O5,positive,1,['PET']
C13H12O7,positive,1,['PET']
C3H2F7,positive,1,['PTFE']
C3H2O2,positive,1,['EVA']
C3H2O4,negative,1,['EVA']
C3H3,negative,1,['COC']
C13H16O6,positive,1,['PET']
C13H16O7,negative,1,['PET']
C13H16O7,positive,1,['PET']
C13H13O6,positive,1,['PET']
C13H13O7,negative,1,['PET']
C13H13O7,positive,1,['PET']
C13H13O8,negative,1,['PET']
C13H13O8,positive,1,['PET']
C13H14O4,positive,1,['PET']
C13H11O8,negative,1,['PET']
C3H3F,positive,1,['PVDF']
C3H3F4,negative,1,['ETFE']
C13H14O5,positive,1,['PET']
C13H14O6,negative,1,['PET']
C13H14O6,positive,1,['PET']
C13H14O7,negative,1,['PET']
C13H14O7,positive,1,['PET']
C13H14O8,negative,1,['PET']
C13H14O8,positive,1,['PET']
C13H12O6,negative,1,['PET']
C13H12O6,positive,1,['PET']
C13H12O7,negative,1,['PET']
C13H11N3O,positive,1,['Nomex']
C3H3O4,positive,1,['EVA']
C3H4F4,negative,1,['ETFE']
C3H4F4,positive,1,['ETFE']
C13H12O8,negative,1,['PET']
C13H12O8,positive,1,['PET']
C13H13N3O,positive,1,['Nomex']
C13H13N4O,positive,1,['Nomex']
C13H13O4,negative,1,['PET']
C13H13O4,positive,1,['PET']
C13H13O5,negative,1,['PET']
C13H13O5,positive,1,['PET']
C13H13O6,negative,1,['PET']
C13H11O7,positive,1,['PET']
C13H10NO,negative,1,['Nomex']
C3H5F3,negative,1,['PVDF']
C3H5F3,positive,1,['PVDF']
C13H12N2O,positive,1,['Nomex']
C13H12N3O,negative,1,['Nomex']
C13H12N3O,positive,1,['Nomex']
C13H12N4O,negative,1,['Nomex']
C13H12N4O,positive,1,['Nomex']
C13H12O2,positive,1,['PEN']
C13H12O3,negative,1,['PEN']
C13H12O3,positive,1,['PEN']
C13H12O4,negative,1,['PET']
C13H12O4,positive,1,['PEN']
C13H12O5,negative,1,['PET']
C13H12O5,positive,1,['PET']
C12H9O5,negative,1,['PET']
C3H6F,negative,1,['ETFE']
C3H6F2,negative,1,['ETFE']
C3H6F3,positive,1,['PVDF']
C13H11N4O,negative,1,['Nomex']
C13H11N4O,positive,1,['Nomex']
C13H11NO,positive,1,['Nomex']
C13H11O2,negative,1,['PEN']
C13H11O2,positive,1,['PEN']
C13H11O3,negative,1,['PEN']
C13H11O4,negative,1,['PEN']
C13H11O5,negative,1,['PET']
C13H11O5,positive,1,['PET']
C13H11O6,negative,1,['PET']
C13H11O6,positive,1,['PET']
C13H11O7,negative,1,['PET']
C3HF3,negative,1,['ETFE']
C3HF3,positive,1,['ETFE']
C3H7F,positive,1,['ETFE']
C3H7F2,positive,1,['ETFE']
C3H7OSi,negative,1,['PDMS']
C3H7OSi,positive,1,['PDMS']
C3H7Si,negative,1,['PDMS']
C3H7Si,positive,1,['PDMS']
C13H10NO,positive,1,['Nomex']
C13H10O5,negative,1,['PET']
C13H10O5,positive,1,['PEN']
C13H10O6,negative,1,['PET']
C13H10O7,negative,1,['PET']
C13H11N2O,negative,1,['Nomex']
C13H11N2O,positive,1,['Nomex']
C13H11N3O,negative,1,['Nomex']
C12H9O7,positive,1,['PET']
C12H9S,negative,1,['PPS']
C12H9S,positive,1,['PPS']
C12H9S2,negative,1,['PPS']
C12H9S2,positive,1,['PPS']
C13H10N2O,negative,1,['Nomex']
C13H10N2O,positive,1,['Nomex']
C13H10N3O,negative,1,['Nomex']
C13H10N3O,positive,1,['Nomex']
C13H10N4O,negative,1,['Nomex']
C13H10N4O,positive,1,['Nomex']
C12H8S2,negative,1,['PPS']
C3H9OSi,positive,1,['PDMS']
C3H9OSi2,negative,1,['PDMS']
C3H9OSi2,positive,1,['PDMS']
C3H9Si,positive,1,['PDMS']
C40H30O8,positive,1,['PEI']
C40H30O9,negative,1,['PEI']
C40H30O9,positive,1,['PEI']
C40H31O8,positive,1,['PEI']
C40H31O9,positive,1,['PEI']
C42H21N3O8,negative,1,['PI']
C42H22N3O8,negative,1,['PI']
C42H22N3O8,positive,1,['PI']
C3HO2,negative,1,['EVA']
C40H27O8,negative,1,['PEI']
C40H27O9,negative,1,['PEI']
C40H28O8,negative,1,['PEI']
C12H9O5,positive,1,['PET']
C12H9O6,negative,1,['PET']
C12H9O6,positive,1,['PET']
C12H9O7,negative,1,['PET']
C43H20O12,negative,1,['PEI']
C43H20O12,positive,1,['PEI']
C43H21O12,negative,1,['PEI']
C43H21O12,positive,1,['PEI']
C43H22O12,positive,1,['PEI']
C43H24N3O8,negative,1,['PI']
C43H24N4O8,negative,1,['PI']
C43H25N3O8,negative,1,['PI']
C40H28O8,positive,1,['PEI']
C40H28O9,negative,1,['PEI']
C40H28O9,positive,1,['PEI']
C40H29O8,negative,1,['PEI']
C40H29O8,positive,1,['PEI']
C40H29O9,negative,1,['PEI']
C40H29O9,positive,1,['PEI']
C40H30O8,negative,1,['PEI']
C43H27N3O8,positive,1,['PI']
C43H27N4O8,negative,1,['PI']
C43H27N4O8,positive,1,['PI']
C43H28N3O8,positive,1,['PI']
C43H28N4O8,positive,1,['PI']
C44H21O12,negative,1,['PEI']
C44H22O12,negative,1,['PEI']
C44H22O12,positive,1,['PEI']
C42H23N3O8,negative,1,['PI']
C42H23N3O8,positive,1,['PI']
C42H24N3O8,negative,1,['PI']
C42H24N3O8,positive,1,['PI']
C42H25N3O8,positive,1,['PI']
C43H18O12,negative,1,['PEI']
C43H19O12,negative,1,['PEI']
C43H19O12,positive,1,['PEI']
C44H26O10,negative,1,['PEI']
C44H26O10,positive,1,['PEI']
C44H26O8,negative,1,['PEI']
C44H26O8,positive,1,['PEI']
C44H26O9,negative,1,['PEI']
C44H26O9,positive,1,['PEI']
C44H27O10,negative,1,['PEI']
C44H27O10,positive,1,['PEI']
C43H25N3O8,positive,1,['PI']
C43H25N4O8,negative,1,['PI']
C43H25N4O8,positive,1,['PI']
C43H26N3O8,negative,1,['PI']
C43H26N3O8,positive,1,['PI']
C43H26N4O8,negative,1,['PI']
C43H26N4O8,positive,1,['PI']
C43H27N3O8,negative,1,['PI']
C44H28O9,negative,1,['PEI']
C44H28O9,positive,1,['PEI']
C44H29O10,positive,1,['PEI']
C44H29O8,positive,1,['PEI']
C44H29O9,positive,1,['PEI']
C45H21N4O10,negative,1,['PI']
C45H21N5O10,negative,1,['PI']
C45H21O12,negative,1,['PEI']
C44H23O12,negative,1,['PEI']
C44H23O12,positive,1,['PEI']
C44H24O12,negative,1,['PEI']
C44H24O12,positive,1,['PEI']
C44H25O10,negative,1,['PEI']
C44H25O12,positive,1,['PEI']
C44H25O8,negative,1,['PEI']
C44H25O9,negative,1,['PEI']
C45H23N5O10,negative,1,['PI']
C45H23N5O10,positive,1,['PI']
C45H23O12,negative,1,['PEI']
C45H23O12,positive,1,['PEI']
C45H24N4O10,negative,1,['PI']
C45H24N4O10,positive,1,['PI']
C45H24N5O10,negative,1,['PI']
C45H24N5O10,positive,1,['PI']
C44H27O8,negative,1,['PEI']
C44H27O8,positive,1,['PEI']
C44H27O9,negative,1,['PEI']
C44H27O9,positive,1,['PEI']
C44H28O10,negative,1,['PEI']
C44H28O10,positive,1,['PEI']
C44H28O8,negative,1,['PEI']
C44H28O8,positive,1,['PEI']
C45H29O10,negative,1,['PEI']
C45H29O10,positive,1,['PEI']
C45H29O8,negative,1,['PEI']
C45H29O8,positive,1,['PEI']
C45H29O9,negative,1,['PEI']
C45H29O9,positive,1,['PEI']
C45H30O10,negative,1,['PEI']
C45H30O10,positive,1,['PEI']
C45H22N4O10,negative,1,['PI']
C45H22N4O10,positive,1,['PI']
C45H22N5O10,negative,1,['PI']
C45H22N5O10,positive,1,['PI']
C45H22O12,negative,1,['PEI']
C45H22O12,positive,1,['PEI']
C45H23N4O10,negative,1,['PI']
C45H23N4O10,positive,1,['PI']
C45H31O9,negative,1,['PEI']
C45H31O9,positive,1,['PEI']
C45H32O10,positive,1,['PEI']
C45H32O8,positive,1,['PEI']
C45H32O9,positive,1,['PEI']
C46H24N5O10,negative,1,['PI']
C46H24O12,negative,1,['PEI']
C46H25N5O10,negative,1,['PI']
C45H24O12,negative,1,['PEI']
C45H24O12,positive,1,['PEI']
C45H25N4O10,positive,1,['PI']
C45H25N5O10,positive,1,['PI']
C45H25O12,positive,1,['PEI']
C45H28O10,negative,1,['PEI']
C45H28O8,negative,1,['PEI']
C45H28O9,negative,1,['PEI']
C46H27N5O10,positive,1,['PI']
C46H27O12,negative,1,['PEI']
C46H27O12,positive,1,['PEI']
C46H28N5O10,positive,1,['PI']
C46H28O12,positive,1,['PEI']
C46H31O8,negative,1,['PEI']
C46H31O9,negative,1,['PEI']
C46H32O8,negative,1,['PEI']
C45H30O8,negative,1,['PEI']
C45H30O8,positive,1,['PEI']
C45H30O9,negative,1,['PEI']
C45H30O9,positive,1,['PEI']
C45H31O10,negative,1,['PEI']
C45H31O10,positive,1,['PEI']
C45H31O8,negative,1,['PEI']
C45H31O8,positive,1,['PEI']
C46H34O8,positive,1,['PEI']
C46H34O9,negative,1,['PEI']
C46H34O9,positive,1,['PEI']
C46H35O8,positive,1,['PEI']
C46H35O9,positive,1,['PEI']
C47H27O12,negative,1,['PEI']
C47H28O12,negative,1,['PEI']
C47H28O12,positive,1,['PEI']
C46H25N5O10,positive,1,['PI']
C46H25O12,negative,1,['PEI']
C46H25O12,positive,1,['PEI']
C46H26N5O10,negative,1,['PI']
C46H26N5O10,positive,1,['PI']
C46H26O12,negative,1,['PEI']
C46H26O12,positive,1,['PEI']
C46H27N5O10,negative,1,['PI']
C12H8S2,positive,1,['PPS']
C12H9,negative,1,['PEN']
C12H9N,negative,1,['Nomex']
C12H9N,positive,1,['Nomex']
C12H9N2,negative,1,['Nomex']
C12H9N2,positive,1,['Nomex']
C12H9N3,negative,1,['Nomex']
C12H9N3,positive,1,['Nomex']
C12H8N,negative,1,['Nomex']
C46H32O9,negative,1,['PEI']
C46H32O9,positive,1,['PEI']
C46H33O8,negative,1,['PEI']
C46H33O8,positive,1,['PEI']
C46H33O9,negative,1,['PEI']
C46H33O9,positive,1,['PEI']
C46H34O8,negative,1,['PEI']
C12H8N,positive,1,['Nomex']
C12H8N2,negative,1,['Nomex']
C12H8N2,positive,1,['Nomex']
C12H8N3,negative,1,['Nomex']
C12H8O5,negative,1,['PET']
C12H8O6,negative,1,['PET']
C12H8O7,negative,1,['PET']
C12H8S,negative,1,['PPS']
C12H8S,positive,1,['PPS']
C12H7N,negative,1,['Nomex']
C47H29O12,positive,1,['PEI']
C47H30O12,negative,1,['PEI']
C47H30O12,positive,1,['PEI']
C47H31O12,positive,1,['PEI']
C4F5,negative,1,['ETFE']
C46H32O8,positive,1,['PEI']
C4H2F5,negative,1,['ETFE']
C4H10O,negative,1,['EVA']
C4H11,positive,1,['COC']
C4H11OSi2,positive,1,['PDMS']
C4H11Si2,negative,1,['PDMS']
C4H11Si2,positive,1,['PDMS']
C4H12OSi2,negative,1,['PDMS']
C47H29O12,negative,1,['PEI']
C12H7N,positive,1,['Nomex']
C12H7N2,negative,1,['Nomex']
C12H7O4,negative,1,['PEN']
C12H7O4,positive,1,['PEN']
C12H7S,negative,1,['PPS']
C12H7S,positive,1,['PPS']
C12H7S2,negative,1,['PPS']
C12H5O4,negative,1,['PEN']
C12H6S,negative,1,['PPS']
C12H20,negative,1,['COC']
C4H12Si2,negative,1,['PDMS']
C4H12Si2,positive,1,['PDMS']
C4H13O2Si2,negative,1,['PDMS']
C4H13OSi2,negative,1,['PDMS']
C4H13OSi2,positive,1,['PDMS']
C4H13Si2,negative,1,['PDMS']
C4H13Si2,positive,1,['PDMS']
C4H14O2Si2,negative,1,['PDMS']
C4H14O2Si2,positive,1,['PDMS']
C4H14OSi2,negative,1,['PDMS']
C4H14OSi2,positive,1,['PDMS']
C4H15O2Si2,positive,1,['PDMS']
C4H2F4,negative,1,['ETFE']
C4H2F4,positive,1,['ETFE']
C4H4F4,positive,1,['ETFE']
C4H2F5,positive,1,['ETFE']
C4H2F8,negative,1,['PTFE']
C4H2F8,positive,1,['PTFE']
C4H3,negative,1,['COC']
C4H3F2,negative,1,['ETFE']
C4H3F3,negative,1,['ETFE']
C4H3F4,negative,1,['ETFE']
C4H3F4,positive,1,['ETFE']
C4H3F5,negative,1,['ETFE']
C4H12OSi2,positive,1,['PDMS']
C12H5O4,positive,1,['PEN']
C12H6N,negative,1,['Nomex']
C12H6O3,positive,1,['PEN']
C12H6O4,negative,1,['PEN']
C12H6O4,positive,1,['PEN']
C12H22,positive,1,['COC']
C12H23,positive,1,['COC']
C12H4O2,negative,1,['PEN']
C12H4O3,negative,1,['PEN']
C12H4O4,negative,1,['PEN']
C12H5O2,positive,1,['PEN']
C12H5O3,negative,1,['PEN']
C12H5O3,positive,1,['PEN']
C12H14O5,positive,1,['PET']
C4H3F6,negative,1,['ETFE']
C4H3F8,positive,1,['PTFE']
C4H4F2,negative,1,['ETFE']
C4H4F2,positive,1,['ETFE']
C4H4F3,negative,1,['ETFE']
C4H4F3,positive,1,['ETFE']
C4H4F4,negative,1,['ETFE']
C4H5F5,positive,1,['ETFE']
C4H5F6,positive,1,['ETFE']
C4H5O,negative,1,['EVA']
C4H5O,positive,1,['EVA']
C4H4F5,negative,1,['ETFE']
C4H4F5,positive,1,['ETFE']
C4H4F6,negative,1,['ETFE']
C4H4F6,positive,1,['ETFE']
C4H4O,negative,1,['EVA']
C4H5F,negative,1,['PVDF']
C4H5F2,positive,1,['ETFE']
C4H3F5,positive,1,['ETFE']
C12H20,positive,1,['COC']
C12H21,negative,1,['COC']
C12H21,positive,1,['COC']
C12H22,negative,1,['COC']
C12H15,positive,1,['PEI']
C12H15O,negative,1,['PEI']
C12H15O,positive,1,['PEI']
C12H15O5,positive,1,['PET']
C12H15O6,positive,1,['PET']
C12H16,negative,1,['PEI']
C12H16,positive,1,['PEI']
C12H16O,negative,1,['PEI']
C12H16O,positive,1,['PEI']
C12H17,positive,1,['PEI']
C12H17O,positive,1,['PEI']
C12H19,negative,1,['COC']
C12H12O6,positive,1,['PET']
C4H5F3,positive,1,['ETFE']
C4H5F4,negative,1,['ETFE']
C4H5F4,positive,1,['ETFE']
C4H7F,negative,1,['PVDF']
C4H7F,positive,1,['PVDF']
C4H7F3,negative,1,['ETFE']
C4H7F3,positive,1,['ETFE']
C4H7F4,positive,1,['ETFE']
C4H6F,negative,1,['PVDF']
C4H6F,positive,1,['PVDF']
C4H6F3,negative,1,['ETFE']
C4H6F3,positive,1,['ETFE']
C4H6F4,negative,1,['ETFE']
C4H6F4,positive,1,['ETFE']
C4H6O,positive,1,['EVA']
C4H5F3,negative,1,['ETFE']
C12H14O6,negative,1,['PET']
C12H14O6,positive,1,['PET']
C12H15,negative,1,['PEI']
C12H12O7,positive,1,['PET']
C12H13,negative,1,['PEI']
C12H13O,negative,1,['PEI']
C12H13O4,negative,1,['PET']
C12H13O4,positive,1,['PET']
C12H13O5,negative,1,['PET']
C12H13O5,positive,1,['PET']
C12H13O6,negative,1,['PET']
C12H13O6,positive,1,['PET']
C12H14,negative,1,['PEI']
C12H14,positive,1,['PEI']
C12H14O,negative,1,['PEI']
C12H14O,positive,1,['PEI']
C12H14O4,positive,1,['PET']
C12H14O5,negative,1,['PET']
C12H11O5,negative,1,['PET']
