material,normalized_formula,ion_mode,polarity,rf_formula_raw,peak_count,best_rf_score,best_rank,max_intensity,total_intensity,mz_min,mz_max,median_abs_ppm,material_total_intensity,relative_intensity,network_best_score,generation_types,paths,exact_mass,network_formula_modes,network_formula_best_score,all_network_compound_count,all_network_compounds,same_material_mode_match,same_material_formula_match,is_generic_formula,screening_tier
PEEK,C7H7O,positive,+,C₇H₇O⁺,1,91,151,20233.95,20233.95,107.0499,107.0499,7.1,44683746.69,0.00045282572521001825,0.35,adduct,break 2 bond(s) | H shift +2 | H | ; | break 2 bond(s) | H shift +2 | H,107.04968984518,positive,0.35,7,EVA; Nomex; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C7H6O,positive,+,C₇H₆O⁺,1,91,224,10379.31,10379.31,106.0374,106.0374,36.9,44683746.69,0.0002322837892714766,0.4,adduct,break 2 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H,106.04186481295,neutral; positive,0.4,7,EVA; Nomex; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C7H5O2,positive,+,C₇H₅O₂⁺,1,90,22,165400.54,165400.54,121.0311,121.0311,22.3,44683746.69,0.0037015817215930963,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,121.02895440029,negative; neutral; positive,0.6,6,EVA; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C7H3O,negative,-,C₇H₃O⁻,1,85,177,10507.29,10507.29,103.0165,103.0165,23.7,44683746.69,0.0002351479179419724,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H,103.01838971626,negative; neutral; positive,0.5,7,EVA; Nomex; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C7H4O2,positive,+,C₇H₄O₂⁺,1,84,294,6984.75,6984.75,120.023,120.023,20.2,44683746.69,0.00015631522684204886,0.5,adduct,break 1 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,120.02112936806,negative; neutral; positive,0.6,6,EVA; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C7H3O2,negative,-,C₇H₃O₂⁻,1,84,259,4892.55,4892.55,119.0111,119.0111,23.1,44683746.69,0.00010949283268349852,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H,119.01330433583,negative; neutral; positive,0.5499999999999999,7,EVA; Nomex; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C6H5O2,positive,+,C₆H₅O₂⁺,1,83,223,10530.76,10530.76,109.0334,109.0334,45.8,44683746.69,0.0002356731648547442,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,109.02895440029,negative; neutral; positive,0.6,6,EVA; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C19H13O4,positive,+,C₁₉H₁₃O₄⁺,1,83,416,3461.65,3461.65,305.0827,305.0827,6.1,44683746.69,7.74700032209855e-05,0.65,adduct,M | H shift -2 | H,305.08138389727003,negative; neutral; positive,0.75,2,PEEK; PEEK20%GFR,True,True,False,B_可用支持
PEEK,C20H13O4,positive,+,C₂₀H₁₃O₄⁺,1,80,461,2675.93,2675.93,317.0781,317.0781,8.6,44683746.69,5.988598088169853e-05,0.37,adduct,break 2 bond(s) + 1×repeat | H,317.08138389727003,negative; neutral; positive,0.37,2,PEEK; PEEK20%GFR,True,True,False,B_可用支持
PEEK,C13H9O2,negative,-,C₁₃H₉O₂⁻,1,73,76,37967.66,37967.66,197.057,197.057,19.3,44683746.69,0.0008496973242509446,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,197.06025452921,negative; neutral; positive,0.6,7,EVA; PEEK; PEEK20%GFR; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,CO2,negative,-,CO₂⁻,1,71,114,20024.43,20024.43,43.9908,43.9908,9.6,44683746.69,0.00044813677194355256,0.33,adduct,break 2 bond(s) | O,43.98982923914,negative,0.33,6,EVA; Nomex; PEEK; PEEK20%GFR; PEN; PET,True,True,False,B_可用支持
PEEK,C12H7O3,negative,-,C₁₂H₇O₃⁻,1,68,248,5249.49,5249.49,199.0412,199.0412,5.7,44683746.69,0.00011748097214002894,0.38,adduct,break 1 bond(s) | H shift -2 | O | ; | break 2 bond(s) | H shift -2 | O | ; | break 2 bond(s) | H shift -2 | O,199.03951908432,negative; neutral,0.4499999999999999,7,EVA; PEEK; PEEK20%GFR; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C19H13O4,negative,-,C₁₉H₁₃O₄⁻,1,67,218,6668.65,6668.65,305.0777,305.0777,13.9,44683746.69,0.00014924106624864585,0.75,adduct,M | -H | ; | break 1 bond(s) | H shift -1 | OH | ; | break 1 bond(s) | O,305.08138389727003,negative; neutral; positive,0.75,2,PEEK; PEEK20%GFR,True,True,False,B_可用支持
PEEK,C19H13O3,positive,+,C₁₉H₁₃O₃⁺,1,63,156,19676.28,19676.28,289.0847,289.0847,4.2,44683746.69,0.0004403453483099136,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 1 bond(s) | H shift -1 | H,289.0864692777,negative; neutral; positive,0.65,2,PEEK; PEEK20%GFR,True,True,False,B_可用支持
PEEK,C12H9O,positive,+,C₁₂H₉O⁺,1,63,168,16892.02,16892.02,169.0604,169.0604,26.0,44683746.69,0.0003780349959727158,0.45,adduct,break 2 bond(s) | H,169.06533990964,negative; neutral; positive,0.5,7,EVA; PEEK; PEEK20%GFR; PET; PI; POMC; POMH,True,True,False,B_可用支持
PEEK,C19H13O3,negative,-,C₁₉H₁₃O₃⁻,1,63,172,10990.57,10990.57,289.0831,289.0831,13.6,44683746.69,0.00024596348368566046,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | OH,289.0864692777,negative; neutral; positive,0.65,2,PEEK; PEEK20%GFR,True,True,False,B_可用支持
PEEK,C7H4O,negative,-,C₇H₄O⁻,1,61,290,4110.81,4110.81,104.0242,104.0242,24.6,44683746.69,9.19978807623126e-05,0.4,adduct,break 2 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +1 | -H,104.02621474849,negative; neutral; positive,0.5,7,EVA; Nomex; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C7H5O3,negative,-,C₇H₅O₃⁻,1,58,117,18988.93,18988.93,137.0301,137.0301,41.5,44683746.69,0.0004249627975858531,0.48,adduct,break 1 bond(s) | O | ; | break 2 bond(s) | H shift -1 | OH | ; | break 2 bond(s) | O,137.02386901986,negative,0.48,6,EVA; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEEK,C7H2O,negative,-,C₇H₂O⁻,1,58,299,3802.5,3802.5,102.0078,102.0078,32.5,44683746.69,8.509805648976568e-05,0.4,adduct,break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H,102.01056468403,negative; neutral,0.4499999999999999,7,EVA; Nomex; PEEK; PEEK20%GFR; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H8Na,positive,+,C₉H₈Na⁺,1,72,43,91307.32,91307.32,139.0502,139.0502,11.7,49201090.160000004,0.001855798717123385,0.2299999999999999,adduct,break 2 bond(s) | H shift -2 | Na | ; | break 2 bond(s) | H shift -2 | Na,139.05236953984002,positive,0.2299999999999999,1,PEI,True,True,False,A_高置信特征
PEI,C3H5,positive,+,C₃H₅⁺,1,100,1,1484180.8,1484180.8,41.0396,41.0396,25.0,49201090.160000004,0.030165608021560146,0.35,adduct,break 2 bond(s) | H shift -2 | H,41.03912516115,negative; neutral; positive,0.45,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C3H7,positive,+,C₃H₇⁺,2,100,3,769823.1,803679.59,43.0554,44.0572,18.1,49201090.160000004,0.016334589078950603,0.45,adduct,break 2 bond(s) | H,43.05477522561,negative; neutral; positive,0.45,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C3H6,positive,+,C₃H₆⁺,1,100,26,167781.88,167781.88,42.044,42.044,57.1,49201090.160000004,0.0034101252523954235,0.4,adduct,break 2 bond(s) | H shift -1 | H,42.04695019338,negative; neutral; positive,0.45,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C3H3,negative,-,C₃H₃⁻,1,100,53,55760.1,55760.1,39.0235,39.0235,13.4,49201090.160000004,0.001133310254278317,0.35,adduct,break 2 bond(s) | H shift -2 | -H,39.02347509669,negative; neutral,0.35,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H9O,negative,-,C₉H₉O⁻,2,100,72,34048.67,37794.13,133.0688,134.0747,20.45,49201090.160000004,0.0007681563533875973,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | H shift -2 | OH | ; | break 2 bond(s) | H shift -1 | O,133.06533990964,negative; neutral; positive,0.45,5,EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H11,positive,+,C₉H₁₁⁺,1,100,136,21596.94,21596.94,119.0892,119.0892,30.9,49201090.160000004,0.000438952468934481,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,119.08607535453,negative; neutral; positive,0.45,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C3H5O,negative,-,C₃H₅O⁻,1,100,119,17005.68,17005.68,57.0359,57.0359,23.0,49201090.160000004,0.00034563624392667315,0.28,adduct,break 2 bond(s) | H shift -1 | O,57.03403978072,negative,0.28,5,EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H11O,positive,+,C₉H₁₁O⁺,1,100,244,10846.29,10846.29,135.0842,135.0842,27.8,49201090.160000004,0.00022044816415100343,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,135.0809899741,negative; neutral; positive,0.45,5,EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H13,positive,+,C₉H₁₃⁺,1,100,327,6746.73,6746.73,121.1086,121.1086,61.3,49201090.160000004,0.00013712562014499882,0.35,adduct,break 2 bond(s) | H shift +2 | H | ; | break 2 bond(s) | H shift +2 | H,121.10172541899,positive,0.35,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H10,positive,+,C₉H₁₀⁺,1,94,198,13711.08,13711.08,118.0765,118.0765,10.2,49201090.160000004,0.0002786743130164821,0.4,adduct,break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,118.0782503223,negative; neutral; positive,0.45,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H9,positive,+,C₉H₉⁺,1,93,52,75733.19,75733.19,117.0609,117.0609,76.7,49201090.160000004,0.001539258373213249,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,117.07042529007,negative; neutral; positive,0.45,6,COC; EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C9H12O,positive,+,C₉H₁₂O⁺,1,70,551,1907.19,1907.19,136.0861,136.0861,15.9,49201090.160000004,3.8763165486738064e-05,0.4,adduct,break 2 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H,136.08881500633,negative; neutral; positive,0.4,5,EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEI,C8H6O3,positive,+,C₈H₆O₃⁺,1,52,87,39877.81,39877.81,150.0335,150.0335,15.7,49201090.160000004,0.0008105066345139698,0.5,adduct,break 1 bond(s) | H shift +2 | H | ; | break 1 bond(s) | H shift +2 | H | ; | break 2 bond(s) | H shift +2 | H,150.03169405209002,positive,0.5,5,EVA; PEI; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C2H,negative,-,C₂H⁻,2,100,2,3531023.56,3617364.06,25.009,26.0117,22.65,40472199.6,0.08937898349364733,0.35,adduct,break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H,25.00782503223,negative; neutral,0.4,4,EVA; PEN; PET; PVDF,True,True,False,A_高置信特征
PEN,C2H3,positive,+,C₂H₃⁺,1,100,9,335855.79,335855.79,27.0227,27.0227,8.4,40472199.6,0.008298431845053461,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,27.02347509669,negative; neutral; positive,0.5,4,EVA; PEN; PET; PVDF,True,True,False,A_高置信特征
PEN,C2HO,negative,-,C₂HO⁻,2,100,16,288094.26,296084.72000000003,41.0038,42.0075,10.35,40472199.6,0.0073157555785527415,0.35,adduct,break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H,41.0027396518,negative; neutral,0.4,3,EVA; PEN; PET,True,True,False,A_高置信特征
PEN,C2H3O,positive,+,C₂H₃O⁺,1,100,37,91604.73,91604.73,43.0182,43.0182,8.3,40472199.6,0.0022633988492189584,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,43.01838971626,negative; neutral; positive,0.5499999999999999,3,EVA; PEN; PET,True,True,False,A_高置信特征
PEN,CH3O,negative,-,CH₃O⁻,1,100,77,19812.7,19812.7,31.0195,31.0195,18.1,40472199.6,0.0004895385028690163,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | -H | ; | break 1 bond(s) | H shift +1 | -H | ; | break 2 bond(s) | H shift +2 | -H,31.01838971626,negative; neutral; positive,0.6,4,PEN; PET; POMC; POMH,True,True,False,A_高置信特征
PEN,C14H11O4,positive,+,C₁₄H₁₁O₄⁺,2,88,94,41133.13,47826.49,243.0674,244.0702,5.55,40472199.6,0.0011817121498876972,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,243.06573383281,negative; neutral; positive,0.6,1,PEN,True,True,False,A_高置信特征
PEN,C11H7O,positive,+,C₁₁H₇O⁺,2,100,13,254748.4,289820.69,155.0485,156.0533,6.8999999999999995,40472199.6,0.007160981929927031,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,155.04968984518,negative; neutral; positive,0.45,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C2H5,positive,+,C₂H₅⁺,2,100,12,255289.22,261718.12,29.0387,30.0418,5.199999999999999,40472199.6,0.006466614678387779,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,29.03912516115,negative; neutral; positive,0.45,6,COC; ETFE; EVA; PEN; PET; PVDF,True,True,False,B_可用支持
PEN,C2H5O,positive,+,C₂H₅O⁺,2,100,57,66707.86,68285.85,45.0341,46.0371,9.85,40472199.6,0.001687228534028084,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,45.03403978072,negative; neutral; positive,0.6,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C3HO2,negative,-,C₃HO₂⁻,2,100,48,49856.05,51966.020000000004,68.9988,70.0028,8.899999999999999,40472199.6,0.0012839929757610703,0.35,adduct,break 2 bond(s) | H shift -2 | -H | ; | break 2 bond(s) | H shift -2 | -H,68.99765427137,negative; neutral,0.4,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H9,positive,+,C₁₀H₉⁺,2,100,88,44947.85,51369.909999999996,129.0649,130.0696,23.35,40472199.6,0.0012692640999922326,0.35,adduct,break 2 bond(s) | H shift +2 | H,129.07042529007,positive,0.35,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,CHO,positive,+,CHO⁺,1,100,84,47580.85,47580.85,29.0015,29.0015,23.8,40472199.6,0.0011756427985199006,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H | ; | break 2 bond(s) | H shift -2 | H,29.0027396518,negative; neutral; positive,0.5499999999999999,6,EVA; Nomex; PEEK; PEEK20%GFR; PEN; PET,True,True,False,B_可用支持
PEN,C10H7,negative,-,C₁₀H₇⁻,2,100,55,37580.18,41947.55,127.0555,128.0612,8.6,40472199.6,0.001036453427651113,0.35,adduct,break 2 bond(s) | H shift +2 | -H,127.05477522561,negative; neutral; positive,0.45,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H7O,negative,-,C₁₀H₇O⁻,2,100,84,15402.25,17233.21,143.0499,144.055,4.35,40472199.6,0.00042580364226114356,0.33,adduct,break 2 bond(s) | OH | ; | break 2 bond(s) | H shift +1 | O,143.04968984518,negative; neutral,0.33,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C3H3O2,negative,-,C₃H₃O₂⁻,1,100,89,13993.2,13993.2,71.0144,71.0144,7.7,40472199.6,0.00034574844308684423,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H,71.01330433583,negative; neutral; positive,0.5,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C2H3,negative,-,C₂H₃⁻,1,100,128,7789.0,7789.0,27.0246,27.0246,21.3,40472199.6,0.00019245309315977973,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H,27.02347509669,negative; neutral; positive,0.5,6,COC; ETFE; EVA; PEN; PET; PVDF,True,True,False,B_可用支持
PEN,C2H3O2,positive,+,C₂H₃O₂⁺,1,100,370,3870.14,3870.14,59.0135,59.0135,12.6,40472199.6,9.562465194009371e-05,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,59.01330433583,negative; neutral; positive,0.5499999999999999,3,EVA; PEN; PET,True,True,False,B_可用支持
PEN,C3H3O2,positive,+,C₃H₃O₂⁺,1,100,378,3691.04,3691.04,71.013,71.013,3.4,40472199.6,9.119939208839046e-05,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,71.01330433583,negative; neutral; positive,0.5,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C2HO2,negative,-,C₂HO₂⁻,1,100,237,1993.84,1993.84,56.9988,56.9988,10.5,40472199.6,4.9264433851032893e-05,0.45,adduct,break 2 bond(s) | -H | ; | break 2 bond(s) | -H,56.99765427137,negative; neutral; positive,0.45,3,EVA; PEN; PET,True,True,False,B_可用支持
PEN,CH3O2,positive,+,CH₃O₂⁺,1,100,519,968.43,968.43,47.0125,47.0125,5.4,40472199.6,2.3928276930122668e-05,0.35,adduct,break 2 bond(s) | H shift +2 | H | ; | break 2 bond(s) | H shift +2 | H,47.01330433583,negative; neutral; positive,0.48,3,EVA; PEN; PET,True,True,False,B_可用支持
PEN,C11H7O2,negative,-,C₁₁H₇O₂⁻,2,96,51,46499.58,51942.48,171.0445,172.0499,4.5,40472199.6,0.0012834113419424825,0.35,adduct,break 2 bond(s) | H shift +2 | -H | ; | break 2 bond(s) | OH | ; | break 2 bond(s) | H shift +1 | O,171.04460446475,negative; neutral; positive,0.45,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C13H11O3,positive,+,C₁₃H₁₁O₃⁺,1,94,139,24061.41,24061.41,215.0709,215.0709,2.9,40472199.6,0.0005945169829613115,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | H | ; | break 1 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,215.07081921324,negative; neutral; positive,0.6,7,EVA; PEEK; PEEK20%GFR; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C2H3O2,negative,-,C₂H₃O₂⁻,1,89,58,32444.48,32444.48,59.0145,59.0145,10.9,40472199.6,0.0008016485469200937,0.5499999999999999,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 1 bond(s) | H shift -2 | O | ; | break 1 bond(s) | H shift -1 | -H,59.01330433583,negative; neutral; positive,0.5499999999999999,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C11H9O,positive,+,C₁₁H₉O⁺,1,89,262,7931.46,7931.46,157.061,157.061,24.1,40472199.6,0.00019597304021993407,0.35,adduct,break 2 bond(s) | H shift +2 | H | ; | break 2 bond(s) | H shift +2 | H,157.06533990964,neutral; positive,0.35,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C3H5O2,positive,+,C₃H₅O₂⁺,1,89,266,7672.76,7672.76,73.0285,73.0285,1.3,40472199.6,0.00018958099821191827,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,73.02895440029,negative; neutral; positive,0.45,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,CHO2,positive,+,CHO₂⁺,1,88,192,13372.05,13372.05,44.9971,44.9971,0.1,40472199.6,0.0003304008710215987,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,44.99765427137,negative; neutral; positive,0.45,3,EVA; PEN; PET,True,True,False,B_可用支持
PEN,C2H4,positive,+,C₂H₄⁺,1,86,89,44793.62,44793.62,28.0297,28.0297,37.5,40472199.6,0.001106775031817149,0.4,adduct,break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,28.03130012892,negative; neutral; positive,0.5,6,COC; ETFE; EVA; PEN; PET; PVDF,True,True,False,B_可用支持
PEN,C10H7,positive,+,C₁₀H₇⁺,1,85,4,552887.08,552887.08,127.0511,127.0511,24.6,40472199.6,0.013660910092961687,0.45,adduct,break 2 bond(s) | H,127.05477522561,negative; neutral; positive,0.45,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H5,positive,+,C₁₀H₅⁺,1,85,36,99022.39,99022.39,125.0355,125.0355,24.6,40472199.6,0.002446676755369629,0.35,adduct,break 2 bond(s) | H shift -2 | H,125.03912516115,negative; neutral; positive,0.45,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C11H5O,positive,+,C₁₁H₅O⁺,1,85,73,54325.56,54325.56,153.0316,153.0316,12.4,40472199.6,0.0013422932417046095,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,153.03403978072,negative; neutral; positive,0.45,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C14H9O4,positive,+,C₁₄H₉O₄⁺,2,85,113,33475.89,39978.16,241.0508,242.0565,7.6,40472199.6,0.0009877931121885454,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) | H shift -2 | H,241.05008376835,negative; neutral; positive,0.5499999999999999,2,PEI; PEN,True,True,False,B_可用支持
PEN,C10H6O,negative,-,C₁₀H₆O⁻,1,85,57,32550.66,32550.66,142.0434,142.0434,6.9,40472199.6,0.000804272076183376,0.33,adduct,break 2 bond(s) | O,142.04186481295,negative; neutral,0.35,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H5O,negative,-,C₁₀H₅O⁻,1,85,96,13106.15,13106.15,141.0343,141.0343,2.0,40472199.6,0.0003238309291200471,0.28,adduct,break 2 bond(s) | H shift -1 | O,141.03403978072,negative; neutral,0.3,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H6,positive,+,C₁₀H₆⁺,1,84,2,809486.02,809486.02,126.044,126.044,19.0,40472199.6,0.02000103844121188,0.4,adduct,break 2 bond(s) | H shift -1 | H,126.04695019338,negative; neutral; positive,0.45,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H8,positive,+,C₁₀H₈⁺,1,84,14,253134.84,253134.84,128.0564,128.0564,44.1,40472199.6,0.006254536261972774,0.4,adduct,break 2 bond(s) | H shift +1 | H,128.06260025784,neutral; positive,0.4,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C11H6O,positive,+,C₁₁H₆O⁺,1,83,3,565928.88,565928.88,154.0411,154.0411,1.4,40472199.6,0.013983151041783258,0.4,adduct,break 2 bond(s) | H shift -1 | H | ; | break 2 bond(s) | H shift -1 | H,154.04186481295,negative; neutral; positive,0.45,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H3,negative,-,C₁₀H₃⁻,1,81,75,20199.22,20199.22,123.0223,123.0223,14.0,40472199.6,0.0004990887621536636,0.35,adduct,break 2 bond(s) | H shift -2 | -H,123.02347509669,negative; neutral,0.35,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C10H5,negative,-,C₁₀H₅⁻,1,81,78,19733.71,19733.71,125.04,125.04,2.6,40472199.6,0.00048758679278701716,0.45,adduct,break 2 bond(s) | -H,125.03912516115,negative; neutral; positive,0.45,6,COC; EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
PEN,C14H13O4,positive,+,C₁₄H₁₃O₄⁺,1,80,458,1876.87,1876.87,245.0756,245.0756,21.4,40472199.6,4.63743018306324e-05,0.5499999999999999,adduct,break 1 bond(s) | H shift +1 | H | ; | break 1 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H,245.08138389727,negative; neutral; positive,0.5499999999999999,1,PEN,True,True,False,B_可用支持
PEN,C16H13O4,positive,+,C₁₆H₁₃O₄⁺,1,79,279,7034.21,7034.21,269.0838,269.0838,11.0,40472199.6,0.00017380350140396125,0.35,adduct,break 2 bond(s) | H shift -2 | H | ; | break 2 bond(s) + 1×repeat | H shift -2 | H | ; | break 2 bond(s) + 1×repeat | H shift -2 | H,269.08138389727003,negative; neutral; positive,0.5,3,PEI; PEN; PET,True,True,False,B_可用支持
PEN,C14H13O3,positive,+,C₁₄H₁₃O₃⁺,1,78,367,3947.23,3947.23,229.0877,229.0877,7.8,40472199.6,9.752941621685419e-05,0.35,adduct,break 2 bond(s) | H shift +2 | H | ; | break 2 bond(s) | H shift +2 | H,229.0864692777,neutral; positive,0.5,1,PEN,True,True,False,B_可用支持
PEN,C15H13O4,positive,+,C₁₅H₁₃O₄⁺,1,78,409,2967.66,2967.66,257.081,257.081,0.6,40472199.6,7.332588861812195e-05,0.45,adduct,break 2 bond(s) | H | ; | break 2 bond(s) | H,257.08138389727003,negative; neutral; positive,0.45,1,PEN,True,True,False,B_可用支持
PEN,C2H2Na,positive,+,C₂H₂Na⁺,1,76,353,4305.87,4305.87,49.0051,49.0051,4.7,40472199.6,0.0001063908075804212,0.2299999999999999,adduct,break 2 bond(s) | H shift -2 | Na | ; | break 2 bond(s) | H shift -2 | Na,49.00541934646,positive,0.2299999999999999,4,EVA; PEN; PET; PVDF,True,True,False,B_可用支持
PEN,C10H4O,negative,-,C₁₀H₄O⁻,1,76,174,3946.97,3946.97,140.0271,140.0271,2.4,40472199.6,9.752299205403207e-05,0.2299999999999999,adduct,break 2 bond(s) | H shift -2 | O,140.02621474849,negative; neutral,0.3,5,EVA; PEN; PET; POMC; POMH,True,True,False,B_可用支持
